y_test,utente_dichiara,rf_predictions
21,21,"[0.001, 0.002, 0.004, 0.005, 0.01, 0.001, 0.0, 0.019, 0.0, 0.005, 0.003, 0.002, 0.003, 0.007, 0.005, 0.004, 0.007, 0.001, 0.001, 0.003, 0.003, 0.358, 0.017, 0.014, 0.001, 0.097, 0.012, 0.0, 0.009, 0.013, 0.009, 0.002, 0.067, 0.001, 0.031, 0.006, 0.0, 0.013, 0.003, 0.011, 0.007, 0.007, 0.006, 0.002, 0.023, 0.033, 0.023, 0.01, 0.014, 0.061, 0.005, 0.005, 0.004, 0.005, 0.026, 0.007, 0.001, 0.003, 0.0, 0.008]"
44,11,"[0.011, 0.006, 0.0, 0.006, 0.004, 0.01, 0.008, 0.012, 0.009, 0.009, 0.07, 0.002, 0.005, 0.005, 0.002, 0.009, 0.026, 0.007, 0.009, 0.005, 0.003, 0.101, 0.008, 0.005, 0.025, 0.007, 0.013, 0.002, 0.093, 0.019, 0.025, 0.05, 0.014, 0.011, 0.008, 0.027, 0.013, 0.064, 0.02, 0.004, 0.015, 0.006, 0.002, 0.012, 0.173, 0.007, 0.0, 0.0, 0.005, 0.001, 0.001, 0.002, 0.021, 0.004, 0.007, 0.009, 0.002, 0.005, 0.001, 0.0]"
6,47,"[0.034, 0.003, 0.02, 0.023, 0.018, 0.008, 0.308, 0.024, 0.0, 0.0, 0.003, 0.002, 0.007, 0.135, 0.01, 0.111, 0.013, 0.003, 0.01, 0.004, 0.006, 0.001, 0.003, 0.006, 0.001, 0.0, 0.005, 0.0, 0.0, 0.024, 0.02, 0.003, 0.008, 0.018, 0.002, 0.0, 0.026, 0.003, 0.029, 0.011, 0.008, 0.01, 0.001, 0.0, 0.008, 0.031, 0.002, 0.001, 0.002, 0.004, 0.004, 0.0, 0.01, 0.001, 0.006, 0.002, 0.003, 0.0, 0.003, 0.002]"
31,31,"[0.001, 0.003, 0.005, 0.002, 0.001, 0.001, 0.001, 0.0, 0.0, 0.006, 0.005, 0.002, 0.013, 0.007, 0.002, 0.001, 0.068, 0.004, 0.004, 0.021, 0.026, 0.049, 0.043, 0.006, 0.004, 0.002, 0.003, 0.0, 0.013, 0.005, 0.009, 0.199, 0.014, 0.0, 0.062, 0.005, 0.003, 0.003, 0.003, 0.0, 0.003, 0.009, 0.015, 0.157, 0.016, 0.006, 0.007, 0.038, 0.016, 0.005, 0.0, 0.009, 0.018, 0.01, 0.005, 0.045, 0.028, 0.005, 0.001, 0.011]"
29,29,"[0.014, 0.009, 0.028, 0.0, 0.019, 0.0, 0.005, 0.001, 0.0, 0.052, 0.013, 0.003, 0.011, 0.0, 0.013, 0.002, 0.031, 0.004, 0.001, 0.002, 0.034, 0.002, 0.011, 0.018, 0.0, 0.006, 0.006, 0.0, 0.005, 0.52, 0.01, 0.001, 0.002, 0.0, 0.01, 0.0, 0.001, 0.01, 0.002, 0.001, 0.001, 0.0, 0.001, 0.003, 0.012, 0.006, 0.0, 0.0, 0.005, 0.002, 0.003, 0.004, 0.014, 0.076, 0.007, 0.002, 0.017, 0.0, 0.0, 0.0]"
28,28,"[0.001, 0.0, 0.004, 0.004, 0.0, 0.003, 0.0, 0.002, 0.001, 0.009, 0.0, 0.01, 0.001, 0.011, 0.002, 0.002, 0.02, 0.016, 0.004, 0.013, 0.015, 0.076, 0.016, 0.016, 0.059, 0.018, 0.008, 0.001, 0.144, 0.003, 0.007, 0.017, 0.035, 0.001, 0.044, 0.019, 0.001, 0.015, 0.007, 0.007, 0.019, 0.012, 0.014, 0.029, 0.029, 0.003, 0.021, 0.039, 0.018, 0.005, 0.017, 0.012, 0.018, 0.01, 0.067, 0.057, 0.004, 0.002, 0.003, 0.009]"
57,57,"[0.001, 0.001, 0.0, 0.003, 0.0, 0.0, 0.0, 0.001, 0.002, 0.0, 0.001, 0.01, 0.0, 0.005, 0.0, 0.001, 0.001, 0.002, 0.003, 0.007, 0.0, 0.055, 0.004, 0.001, 0.019, 0.005, 0.0, 0.008, 0.016, 0.001, 0.006, 0.009, 0.015, 0.0, 0.05, 0.1, 0.007, 0.027, 0.019, 0.052, 0.002, 0.003, 0.024, 0.002, 0.007, 0.004, 0.038, 0.012, 0.001, 0.002, 0.012, 0.044, 0.002, 0.0, 0.0, 0.004, 0.003, 0.3, 0.078, 0.03]"
28,24,"[0.001, 0.022, 0.0, 0.0, 0.007, 0.001, 0.001, 0.002, 0.0, 0.024, 0.0, 0.007, 0.002, 0.005, 0.0, 0.012, 0.017, 0.021, 0.006, 0.07, 0.009, 0.002, 0.008, 0.017, 0.002, 0.0, 0.001, 0.023, 0.04, 0.001, 0.047, 0.045, 0.02, 0.0, 0.006, 0.004, 0.017, 0.003, 0.015, 0.003, 0.002, 0.074, 0.026, 0.043, 0.003, 0.0, 0.0, 0.003, 0.028, 0.007, 0.002, 0.123, 0.009, 0.001, 0.027, 0.009, 0.177, 0.004, 0.001, 0.0]"
53,53,"[0.021, 0.028, 0.045, 0.003, 0.019, 0.004, 0.004, 0.003, 0.004, 0.041, 0.017, 0.001, 0.017, 0.005, 0.013, 0.005, 0.028, 0.011, 0.001, 0.0, 0.02, 0.003, 0.082, 0.008, 0.005, 0.049, 0.014, 0.0, 0.016, 0.026, 0.007, 0.015, 0.009, 0.003, 0.014, 0.003, 0.0, 0.005, 0.0, 0.004, 0.0, 0.002, 0.022, 0.016, 0.007, 0.066, 0.013, 0.002, 0.019, 0.011, 0.0, 0.003, 0.026, 0.202, 0.008, 0.033, 0.008, 0.004, 0.0, 0.005]"
29,29,"[0.024, 0.003, 0.003, 0.001, 0.023, 0.006, 0.008, 0.016, 0.001, 0.005, 0.005, 0.016, 0.001, 0.009, 0.002, 0.005, 0.008, 0.001, 0.0, 0.004, 0.013, 0.01, 0.024, 0.011, 0.004, 0.036, 0.026, 0.002, 0.005, 0.466, 0.013, 0.004, 0.016, 0.0, 0.016, 0.007, 0.011, 0.013, 0.001, 0.026, 0.005, 0.005, 0.006, 0.003, 0.008, 0.008, 0.024, 0.003, 0.018, 0.011, 0.005, 0.012, 0.01, 0.0, 0.006, 0.006, 0.004, 0.001, 0.017, 0.003]"
35,56,"[0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.002, 0.0, 0.001, 0.0, 0.001, 0.004, 0.003, 0.001, 0.003, 0.002, 0.003, 0.001, 0.004, 0.007, 0.005, 0.006, 0.001, 0.003, 0.01, 0.017, 0.0, 0.001, 0.007, 0.002, 0.002, 0.039, 0.022, 0.003, 0.017, 0.424, 0.002, 0.015, 0.005, 0.009, 0.001, 0.0, 0.157, 0.004, 0.011, 0.0, 0.018, 0.039, 0.0, 0.0, 0.006, 0.02, 0.025, 0.002, 0.003, 0.023, 0.001, 0.039, 0.014, 0.011]"
7,7,"[0.008, 0.016, 0.012, 0.01, 0.009, 0.006, 0.004, 0.512, 0.002, 0.002, 0.002, 0.0, 0.021, 0.005, 0.003, 0.004, 0.016, 0.007, 0.011, 0.014, 0.008, 0.0, 0.007, 0.007, 0.002, 0.0, 0.028, 0.0, 0.002, 0.0, 0.011, 0.001, 0.019, 0.067, 0.002, 0.002, 0.004, 0.004, 0.003, 0.0, 0.021, 0.009, 0.0, 0.011, 0.013, 0.01, 0.003, 0.004, 0.052, 0.019, 0.004, 0.0, 0.009, 0.005, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0]"
16,16,"[0.016, 0.011, 0.006, 0.002, 0.009, 0.0, 0.002, 0.006, 0.0, 0.042, 0.016, 0.005, 0.017, 0.02, 0.009, 0.006, 0.383, 0.057, 0.002, 0.003, 0.06, 0.001, 0.013, 0.005, 0.003, 0.002, 0.009, 0.0, 0.028, 0.004, 0.006, 0.014, 0.004, 0.0, 0.004, 0.0, 0.016, 0.002, 0.004, 0.001, 0.001, 0.036, 0.001, 0.044, 0.002, 0.003, 0.005, 0.002, 0.049, 0.019, 0.0, 0.005, 0.004, 0.0, 0.01, 0.01, 0.02, 0.0, 0.0, 0.001]"
16,16,"[0.003, 0.035, 0.006, 0.0, 0.004, 0.001, 0.001, 0.0, 0.001, 0.082, 0.004, 0.004, 0.045, 0.014, 0.0, 0.0, 0.318, 0.024, 0.002, 0.003, 0.044, 0.02, 0.028, 0.018, 0.001, 0.002, 0.011, 0.0, 0.082, 0.001, 0.001, 0.013, 0.005, 0.0, 0.023, 0.003, 0.002, 0.012, 0.002, 0.001, 0.002, 0.004, 0.004, 0.03, 0.026, 0.008, 0.002, 0.003, 0.017, 0.004, 0.0, 0.004, 0.011, 0.019, 0.03, 0.013, 0.006, 0.0, 0.0, 0.001]"
18,18,"[0.003, 0.0, 0.0, 0.002, 0.0, 0.01, 0.006, 0.003, 0.003, 0.0, 0.0, 0.057, 0.0, 0.0, 0.003, 0.001, 0.001, 0.001, 0.502, 0.012, 0.0, 0.004, 0.0, 0.0, 0.003, 0.0, 0.001, 0.022, 0.0, 0.0, 0.024, 0.004, 0.008, 0.011, 0.006, 0.027, 0.004, 0.031, 0.06, 0.042, 0.013, 0.017, 0.001, 0.0, 0.0, 0.0, 0.003, 0.018, 0.001, 0.001, 0.048, 0.02, 0.001, 0.0, 0.0, 0.0, 0.005, 0.009, 0.01, 0.002]"
45,50,"[0.008, 0.001, 0.004, 0.002, 0.054, 0.001, 0.015, 0.004, 0.0, 0.007, 0.007, 0.001, 0.001, 0.038, 0.004, 0.003, 0.043, 0.046, 0.0, 0.002, 0.008, 0.021, 0.04, 0.001, 0.004, 0.01, 0.018, 0.0, 0.012, 0.017, 0.014, 0.001, 0.0, 0.001, 0.006, 0.003, 0.0, 0.001, 0.0, 0.0, 0.001, 0.004, 0.002, 0.01, 0.013, 0.386, 0.004, 0.004, 0.027, 0.031, 0.001, 0.001, 0.019, 0.074, 0.006, 0.014, 0.001, 0.0, 0.0, 0.004]"
30,30,"[0.006, 0.001, 0.001, 0.001, 0.011, 0.017, 0.007, 0.009, 0.0, 0.0, 0.0, 0.001, 0.004, 0.0, 0.0, 0.01, 0.006, 0.002, 0.003, 0.02, 0.004, 0.02, 0.02, 0.019, 0.022, 0.032, 0.011, 0.001, 0.007, 0.005, 0.333, 0.009, 0.064, 0.001, 0.1, 0.009, 0.001, 0.005, 0.002, 0.009, 0.011, 0.003, 0.03, 0.004, 0.002, 0.005, 0.031, 0.02, 0.007, 0.001, 0.006, 0.003, 0.047, 0.003, 0.025, 0.014, 0.009, 0.004, 0.001, 0.001]"
7,34,"[0.007, 0.0, 0.005, 0.012, 0.002, 0.018, 0.027, 0.328, 0.0, 0.006, 0.001, 0.003, 0.001, 0.001, 0.009, 0.011, 0.005, 0.001, 0.003, 0.011, 0.002, 0.002, 0.012, 0.11, 0.009, 0.015, 0.027, 0.002, 0.005, 0.068, 0.018, 0.004, 0.017, 0.0, 0.017, 0.003, 0.002, 0.011, 0.003, 0.007, 0.014, 0.002, 0.004, 0.003, 0.015, 0.01, 0.012, 0.002, 0.073, 0.002, 0.012, 0.03, 0.002, 0.008, 0.001, 0.007, 0.005, 0.002, 0.003, 0.008]"
42,11,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.0, 0.008, 0.003, 0.0, 0.031, 0.002, 0.0, 0.001, 0.0, 0.005, 0.002, 0.002, 0.011, 0.001, 0.007, 0.001, 0.003, 0.002, 0.003, 0.001, 0.044, 0.001, 0.001, 0.005, 0.039, 0.003, 0.002, 0.008, 0.17, 0.001, 0.013, 0.009, 0.011, 0.003, 0.0, 0.067, 0.006, 0.022, 0.001, 0.007, 0.015, 0.002, 0.002, 0.018, 0.052, 0.002, 0.0, 0.013, 0.018, 0.022, 0.292, 0.05, 0.016]"
11,11,"[0.162, 0.01, 0.006, 0.005, 0.001, 0.004, 0.007, 0.0, 0.001, 0.0, 0.007, 0.231, 0.022, 0.002, 0.017, 0.002, 0.018, 0.005, 0.009, 0.026, 0.011, 0.0, 0.002, 0.002, 0.021, 0.001, 0.004, 0.001, 0.011, 0.008, 0.041, 0.032, 0.018, 0.005, 0.012, 0.011, 0.013, 0.032, 0.032, 0.046, 0.001, 0.015, 0.013, 0.001, 0.003, 0.001, 0.003, 0.006, 0.003, 0.0, 0.009, 0.063, 0.001, 0.001, 0.003, 0.002, 0.02, 0.002, 0.013, 0.002]"
54,29,"[0.005, 0.006, 0.001, 0.001, 0.0, 0.009, 0.001, 0.001, 0.0, 0.028, 0.0, 0.005, 0.007, 0.0, 0.001, 0.001, 0.022, 0.003, 0.001, 0.005, 0.01, 0.042, 0.008, 0.018, 0.008, 0.007, 0.002, 0.0, 0.003, 0.003, 0.015, 0.013, 0.023, 0.001, 0.026, 0.006, 0.001, 0.006, 0.004, 0.0, 0.001, 0.0, 0.025, 0.025, 0.002, 0.0, 0.004, 0.012, 0.002, 0.0, 0.01, 0.003, 0.068, 0.021, 0.457, 0.01, 0.065, 0.0, 0.001, 0.001]"
58,58,"[0.003, 0.0, 0.0, 0.004, 0.002, 0.0, 0.002, 0.003, 0.002, 0.001, 0.001, 0.002, 0.001, 0.003, 0.0, 0.004, 0.002, 0.002, 0.003, 0.006, 0.002, 0.002, 0.0, 0.0, 0.017, 0.001, 0.0, 0.0, 0.005, 0.001, 0.004, 0.009, 0.007, 0.007, 0.009, 0.058, 0.009, 0.011, 0.002, 0.016, 0.002, 0.0, 0.028, 0.0, 0.003, 0.002, 0.034, 0.014, 0.0, 0.0, 0.006, 0.004, 0.0, 0.0, 0.0, 0.004, 0.0, 0.016, 0.681, 0.005]"
43,43,"[0.003, 0.012, 0.001, 0.001, 0.003, 0.002, 0.0, 0.001, 0.0, 0.032, 0.002, 0.001, 0.003, 0.012, 0.0, 0.002, 0.085, 0.096, 0.0, 0.005, 0.013, 0.007, 0.011, 0.004, 0.003, 0.003, 0.003, 0.0, 0.085, 0.002, 0.003, 0.01, 0.003, 0.0, 0.005, 0.0, 0.004, 0.0, 0.001, 0.001, 0.001, 0.008, 0.0, 0.447, 0.0, 0.003, 0.001, 0.0, 0.044, 0.009, 0.002, 0.002, 0.009, 0.002, 0.013, 0.013, 0.027, 0.0, 0.0, 0.0]"
13,4,"[0.02, 0.027, 0.006, 0.043, 0.022, 0.002, 0.006, 0.001, 0.001, 0.012, 0.015, 0.0, 0.002, 0.224, 0.005, 0.021, 0.033, 0.202, 0.001, 0.008, 0.011, 0.004, 0.018, 0.007, 0.004, 0.0, 0.008, 0.001, 0.087, 0.0, 0.003, 0.004, 0.001, 0.0, 0.015, 0.001, 0.007, 0.0, 0.003, 0.001, 0.001, 0.018, 0.0, 0.035, 0.003, 0.012, 0.008, 0.0, 0.011, 0.046, 0.001, 0.0, 0.006, 0.006, 0.013, 0.006, 0.007, 0.0, 0.001, 0.0]"
42,33,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.001, 0.0, 0.0, 0.006, 0.001, 0.0, 0.0, 0.001, 0.002, 0.001, 0.001, 0.016, 0.002, 0.015, 0.004, 0.0, 0.008, 0.022, 0.0, 0.001, 0.007, 0.004, 0.0, 0.016, 0.02, 0.005, 0.019, 0.101, 0.0, 0.008, 0.001, 0.004, 0.001, 0.0, 0.133, 0.0, 0.003, 0.0, 0.103, 0.037, 0.001, 0.003, 0.013, 0.008, 0.004, 0.002, 0.003, 0.02, 0.0, 0.178, 0.111, 0.112]"
40,21,"[0.02, 0.067, 0.024, 0.001, 0.047, 0.013, 0.002, 0.014, 0.006, 0.009, 0.001, 0.0, 0.005, 0.008, 0.003, 0.002, 0.02, 0.005, 0.011, 0.024, 0.087, 0.001, 0.014, 0.028, 0.004, 0.005, 0.01, 0.0, 0.003, 0.015, 0.003, 0.008, 0.006, 0.005, 0.013, 0.001, 0.012, 0.005, 0.002, 0.001, 0.365, 0.015, 0.001, 0.017, 0.0, 0.0, 0.002, 0.001, 0.019, 0.011, 0.004, 0.005, 0.012, 0.0, 0.029, 0.004, 0.009, 0.001, 0.0, 0.0]"
54,54,"[0.021, 0.066, 0.006, 0.005, 0.048, 0.005, 0.005, 0.024, 0.001, 0.0, 0.0, 0.0, 0.002, 0.011, 0.0, 0.007, 0.044, 0.061, 0.013, 0.036, 0.008, 0.001, 0.004, 0.093, 0.006, 0.001, 0.009, 0.0, 0.004, 0.005, 0.012, 0.006, 0.004, 0.004, 0.004, 0.003, 0.011, 0.0, 0.006, 0.004, 0.008, 0.012, 0.003, 0.025, 0.005, 0.002, 0.005, 0.001, 0.029, 0.009, 0.005, 0.003, 0.037, 0.003, 0.255, 0.039, 0.018, 0.001, 0.0, 0.0]"
20,20,"[0.013, 0.017, 0.269, 0.004, 0.037, 0.004, 0.002, 0.009, 0.001, 0.007, 0.011, 0.002, 0.029, 0.021, 0.045, 0.027, 0.01, 0.007, 0.006, 0.007, 0.088, 0.001, 0.04, 0.006, 0.002, 0.001, 0.055, 0.0, 0.01, 0.013, 0.008, 0.007, 0.005, 0.018, 0.016, 0.0, 0.006, 0.0, 0.005, 0.0, 0.041, 0.012, 0.002, 0.011, 0.003, 0.046, 0.001, 0.003, 0.007, 0.032, 0.0, 0.001, 0.012, 0.003, 0.016, 0.0, 0.001, 0.0, 0.0, 0.0]"
45,38,"[0.004, 0.0, 0.026, 0.005, 0.006, 0.0, 0.009, 0.005, 0.001, 0.002, 0.017, 0.0, 0.0, 0.019, 0.043, 0.007, 0.0, 0.012, 0.0, 0.005, 0.003, 0.007, 0.02, 0.0, 0.001, 0.001, 0.02, 0.0, 0.004, 0.005, 0.003, 0.003, 0.0, 0.004, 0.002, 0.014, 0.004, 0.0, 0.001, 0.002, 0.001, 0.002, 0.0, 0.0, 0.009, 0.674, 0.002, 0.002, 0.0, 0.028, 0.0, 0.0, 0.011, 0.002, 0.002, 0.006, 0.001, 0.0, 0.0, 0.005]"
25,25,"[0.001, 0.0, 0.0, 0.0, 0.001, 0.009, 0.0, 0.008, 0.0, 0.002, 0.001, 0.011, 0.002, 0.001, 0.003, 0.0, 0.007, 0.0, 0.001, 0.004, 0.0, 0.085, 0.019, 0.019, 0.014, 0.447, 0.022, 0.006, 0.013, 0.012, 0.006, 0.002, 0.013, 0.006, 0.012, 0.015, 0.0, 0.049, 0.002, 0.002, 0.007, 0.009, 0.01, 0.0, 0.011, 0.004, 0.016, 0.029, 0.039, 0.009, 0.007, 0.016, 0.008, 0.011, 0.006, 0.004, 0.004, 0.007, 0.002, 0.006]"
7,7,"[0.013, 0.008, 0.006, 0.025, 0.006, 0.028, 0.012, 0.425, 0.001, 0.002, 0.001, 0.0, 0.008, 0.004, 0.003, 0.006, 0.014, 0.003, 0.007, 0.018, 0.001, 0.002, 0.009, 0.024, 0.01, 0.001, 0.019, 0.0, 0.003, 0.0, 0.022, 0.004, 0.056, 0.061, 0.004, 0.002, 0.014, 0.002, 0.005, 0.005, 0.082, 0.008, 0.001, 0.003, 0.008, 0.002, 0.019, 0.003, 0.009, 0.016, 0.006, 0.0, 0.003, 0.0, 0.003, 0.0, 0.001, 0.001, 0.001, 0.0]"
14,14,"[0.01, 0.008, 0.007, 0.004, 0.007, 0.0, 0.007, 0.002, 0.0, 0.004, 0.005, 0.005, 0.004, 0.001, 0.667, 0.007, 0.003, 0.007, 0.005, 0.006, 0.004, 0.0, 0.011, 0.003, 0.001, 0.007, 0.015, 0.001, 0.002, 0.037, 0.004, 0.006, 0.004, 0.001, 0.005, 0.003, 0.007, 0.003, 0.007, 0.006, 0.0, 0.005, 0.006, 0.0, 0.005, 0.009, 0.008, 0.004, 0.01, 0.016, 0.002, 0.021, 0.004, 0.008, 0.001, 0.003, 0.008, 0.003, 0.0, 0.001]"
48,48,"[0.002, 0.002, 0.001, 0.0, 0.007, 0.001, 0.0, 0.029, 0.0, 0.039, 0.001, 0.0, 0.013, 0.001, 0.001, 0.001, 0.119, 0.006, 0.0, 0.003, 0.007, 0.007, 0.062, 0.006, 0.001, 0.003, 0.002, 0.0, 0.001, 0.009, 0.02, 0.001, 0.003, 0.001, 0.0, 0.001, 0.0, 0.002, 0.0, 0.001, 0.004, 0.002, 0.001, 0.014, 0.018, 0.008, 0.002, 0.006, 0.541, 0.007, 0.002, 0.006, 0.013, 0.007, 0.0, 0.004, 0.01, 0.0, 0.0, 0.002]"
39,12,"[0.011, 0.001, 0.0, 0.004, 0.002, 0.003, 0.006, 0.001, 0.0, 0.0, 0.004, 0.004, 0.002, 0.003, 0.001, 0.002, 0.004, 0.004, 0.009, 0.033, 0.002, 0.018, 0.0, 0.001, 0.028, 0.005, 0.008, 0.0, 0.027, 0.008, 0.019, 0.049, 0.032, 0.006, 0.051, 0.009, 0.004, 0.017, 0.043, 0.45, 0.004, 0.02, 0.008, 0.009, 0.024, 0.001, 0.003, 0.033, 0.001, 0.0, 0.005, 0.003, 0.006, 0.002, 0.003, 0.003, 0.001, 0.001, 0.002, 0.0]"
10,10,"[0.005, 0.004, 0.28, 0.0, 0.012, 0.0, 0.0, 0.005, 0.0, 0.005, 0.327, 0.002, 0.024, 0.002, 0.028, 0.003, 0.005, 0.007, 0.001, 0.003, 0.011, 0.003, 0.006, 0.004, 0.003, 0.002, 0.06, 0.0, 0.001, 0.017, 0.002, 0.0, 0.003, 0.003, 0.004, 0.0, 0.004, 0.0, 0.0, 0.001, 0.002, 0.004, 0.0, 0.003, 0.019, 0.034, 0.002, 0.005, 0.004, 0.007, 0.001, 0.001, 0.018, 0.052, 0.005, 0.004, 0.0, 0.0, 0.0, 0.002]"
