y_test,utente_dichiara,rf_predictions
6,47,"[0.033, 0.003, 0.019, 0.023, 0.016, 0.007, 0.316, 0.026, 0.0, 0.0, 0.003, 0.002, 0.006, 0.141, 0.009, 0.118, 0.012, 0.003, 0.009, 0.003, 0.005, 0.001, 0.002, 0.005, 0.001, 0.0, 0.004, 0.0, 0.0, 0.022, 0.018, 0.003, 0.008, 0.019, 0.003, 0.0, 0.024, 0.004, 0.028, 0.01, 0.01, 0.009, 0.001, 0.0, 0.006, 0.032, 0.001, 0.001, 0.002, 0.004, 0.004, 0.0, 0.008, 0.001, 0.005, 0.002, 0.003, 0.0, 0.003, 0.002]"
31,31,"[0.001, 0.003, 0.005, 0.002, 0.001, 0.001, 0.001, 0.001, 0.0, 0.007, 0.005, 0.002, 0.014, 0.007, 0.002, 0.001, 0.068, 0.004, 0.003, 0.018, 0.025, 0.05, 0.043, 0.006, 0.004, 0.002, 0.003, 0.0, 0.013, 0.004, 0.009, 0.194, 0.015, 0.0, 0.062, 0.006, 0.003, 0.003, 0.003, 0.001, 0.002, 0.009, 0.017, 0.159, 0.016, 0.005, 0.007, 0.04, 0.016, 0.005, 0.0, 0.009, 0.017, 0.01, 0.005, 0.046, 0.028, 0.005, 0.001, 0.011]"
29,29,"[0.015, 0.01, 0.028, 0.0, 0.019, 0.0, 0.005, 0.001, 0.0, 0.052, 0.012, 0.003, 0.011, 0.0, 0.013, 0.002, 0.031, 0.004, 0.001, 0.002, 0.034, 0.002, 0.011, 0.02, 0.0, 0.006, 0.006, 0.0, 0.005, 0.518, 0.01, 0.001, 0.002, 0.001, 0.009, 0.0, 0.001, 0.01, 0.002, 0.001, 0.001, 0.0, 0.001, 0.003, 0.012, 0.006, 0.0, 0.0, 0.005, 0.002, 0.003, 0.003, 0.014, 0.077, 0.007, 0.002, 0.016, 0.0, 0.0, 0.0]"
28,28,"[0.001, 0.0, 0.004, 0.004, 0.0, 0.003, 0.0, 0.002, 0.001, 0.008, 0.0, 0.01, 0.001, 0.011, 0.002, 0.002, 0.02, 0.016, 0.004, 0.013, 0.015, 0.076, 0.016, 0.018, 0.06, 0.017, 0.008, 0.001, 0.148, 0.003, 0.007, 0.016, 0.036, 0.001, 0.042, 0.018, 0.001, 0.015, 0.007, 0.007, 0.02, 0.012, 0.014, 0.029, 0.027, 0.003, 0.021, 0.039, 0.019, 0.005, 0.017, 0.012, 0.018, 0.01, 0.067, 0.055, 0.004, 0.002, 0.003, 0.009]"
57,57,"[0.001, 0.001, 0.0, 0.003, 0.0, 0.0, 0.0, 0.001, 0.002, 0.0, 0.001, 0.008, 0.0, 0.005, 0.0, 0.001, 0.001, 0.001, 0.004, 0.006, 0.0, 0.055, 0.005, 0.001, 0.016, 0.006, 0.0, 0.009, 0.016, 0.002, 0.006, 0.008, 0.013, 0.0, 0.053, 0.101, 0.007, 0.028, 0.018, 0.053, 0.002, 0.001, 0.025, 0.002, 0.008, 0.004, 0.042, 0.011, 0.001, 0.002, 0.012, 0.045, 0.002, 0.0, 0.0, 0.004, 0.003, 0.301, 0.075, 0.028]"
28,24,"[0.001, 0.021, 0.0, 0.0, 0.007, 0.001, 0.001, 0.002, 0.0, 0.024, 0.0, 0.007, 0.002, 0.005, 0.0, 0.012, 0.017, 0.021, 0.006, 0.069, 0.009, 0.002, 0.008, 0.017, 0.002, 0.0, 0.001, 0.022, 0.04, 0.001, 0.047, 0.046, 0.02, 0.0, 0.006, 0.004, 0.017, 0.003, 0.015, 0.003, 0.002, 0.074, 0.025, 0.043, 0.003, 0.0, 0.0, 0.003, 0.029, 0.008, 0.002, 0.124, 0.009, 0.001, 0.027, 0.009, 0.178, 0.003, 0.001, 0.0]"
53,53,"[0.022, 0.028, 0.047, 0.004, 0.02, 0.005, 0.004, 0.003, 0.004, 0.04, 0.018, 0.001, 0.017, 0.005, 0.009, 0.005, 0.028, 0.013, 0.001, 0.0, 0.019, 0.002, 0.074, 0.01, 0.005, 0.049, 0.014, 0.0, 0.017, 0.026, 0.007, 0.016, 0.009, 0.003, 0.016, 0.003, 0.0, 0.005, 0.0, 0.004, 0.0, 0.002, 0.022, 0.017, 0.006, 0.068, 0.013, 0.002, 0.019, 0.009, 0.0, 0.003, 0.026, 0.2, 0.008, 0.036, 0.008, 0.004, 0.0, 0.004]"
29,29,"[0.023, 0.003, 0.003, 0.001, 0.022, 0.006, 0.009, 0.016, 0.002, 0.005, 0.005, 0.016, 0.001, 0.008, 0.002, 0.006, 0.008, 0.001, 0.0, 0.004, 0.014, 0.01, 0.024, 0.01, 0.004, 0.035, 0.025, 0.002, 0.005, 0.469, 0.013, 0.004, 0.016, 0.0, 0.016, 0.007, 0.012, 0.013, 0.001, 0.026, 0.005, 0.005, 0.006, 0.003, 0.008, 0.008, 0.025, 0.002, 0.016, 0.011, 0.005, 0.012, 0.01, 0.0, 0.005, 0.006, 0.004, 0.001, 0.018, 0.003]"
35,56,"[0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.002, 0.0, 0.001, 0.0, 0.001, 0.004, 0.003, 0.001, 0.003, 0.001, 0.003, 0.001, 0.004, 0.007, 0.005, 0.006, 0.001, 0.003, 0.01, 0.017, 0.0, 0.001, 0.007, 0.002, 0.002, 0.039, 0.022, 0.002, 0.017, 0.426, 0.002, 0.015, 0.006, 0.009, 0.002, 0.0, 0.154, 0.004, 0.012, 0.0, 0.018, 0.039, 0.0, 0.0, 0.005, 0.019, 0.026, 0.002, 0.003, 0.021, 0.001, 0.041, 0.014, 0.011]"
7,7,"[0.008, 0.016, 0.011, 0.01, 0.009, 0.006, 0.004, 0.514, 0.002, 0.002, 0.002, 0.0, 0.021, 0.005, 0.003, 0.004, 0.016, 0.007, 0.011, 0.014, 0.008, 0.0, 0.007, 0.008, 0.002, 0.0, 0.028, 0.0, 0.002, 0.0, 0.011, 0.001, 0.019, 0.067, 0.002, 0.002, 0.004, 0.004, 0.003, 0.0, 0.021, 0.009, 0.0, 0.011, 0.013, 0.01, 0.003, 0.004, 0.051, 0.018, 0.004, 0.0, 0.009, 0.005, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0]"
16,16,"[0.016, 0.012, 0.007, 0.002, 0.009, 0.0, 0.002, 0.006, 0.0, 0.042, 0.015, 0.005, 0.017, 0.021, 0.01, 0.006, 0.383, 0.06, 0.002, 0.003, 0.062, 0.001, 0.013, 0.005, 0.003, 0.002, 0.008, 0.0, 0.03, 0.003, 0.005, 0.014, 0.004, 0.0, 0.005, 0.0, 0.016, 0.002, 0.003, 0.001, 0.001, 0.036, 0.001, 0.044, 0.001, 0.003, 0.005, 0.002, 0.049, 0.016, 0.0, 0.005, 0.004, 0.0, 0.01, 0.009, 0.018, 0.0, 0.0, 0.001]"
16,16,"[0.003, 0.035, 0.006, 0.0, 0.004, 0.001, 0.001, 0.0, 0.001, 0.084, 0.004, 0.004, 0.046, 0.016, 0.0, 0.0, 0.314, 0.022, 0.003, 0.003, 0.045, 0.017, 0.027, 0.019, 0.002, 0.002, 0.011, 0.0, 0.082, 0.001, 0.001, 0.013, 0.005, 0.0, 0.024, 0.003, 0.002, 0.012, 0.002, 0.001, 0.001, 0.004, 0.004, 0.031, 0.025, 0.008, 0.002, 0.003, 0.016, 0.004, 0.0, 0.004, 0.013, 0.018, 0.031, 0.013, 0.006, 0.0, 0.0, 0.001]"
18,18,"[0.003, 0.0, 0.0, 0.001, 0.0, 0.008, 0.006, 0.002, 0.003, 0.0, 0.0, 0.058, 0.0, 0.0, 0.002, 0.001, 0.001, 0.001, 0.503, 0.011, 0.0, 0.004, 0.0, 0.001, 0.003, 0.0, 0.001, 0.022, 0.0, 0.0, 0.025, 0.004, 0.008, 0.011, 0.007, 0.027, 0.004, 0.032, 0.06, 0.043, 0.013, 0.018, 0.001, 0.0, 0.0, 0.0, 0.003, 0.018, 0.001, 0.0, 0.045, 0.021, 0.001, 0.0, 0.001, 0.0, 0.004, 0.01, 0.01, 0.002]"
45,50,"[0.008, 0.001, 0.004, 0.002, 0.053, 0.001, 0.014, 0.004, 0.0, 0.007, 0.009, 0.001, 0.001, 0.038, 0.004, 0.003, 0.047, 0.046, 0.0, 0.002, 0.008, 0.021, 0.042, 0.001, 0.005, 0.01, 0.018, 0.0, 0.012, 0.019, 0.014, 0.001, 0.0, 0.001, 0.007, 0.003, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.002, 0.01, 0.013, 0.382, 0.004, 0.004, 0.027, 0.03, 0.001, 0.001, 0.019, 0.067, 0.007, 0.015, 0.002, 0.0, 0.0, 0.004]"
30,30,"[0.008, 0.002, 0.001, 0.001, 0.01, 0.02, 0.007, 0.009, 0.0, 0.0, 0.0, 0.001, 0.003, 0.0, 0.0, 0.009, 0.006, 0.002, 0.003, 0.021, 0.004, 0.021, 0.021, 0.019, 0.026, 0.034, 0.012, 0.001, 0.007, 0.005, 0.316, 0.009, 0.067, 0.002, 0.103, 0.007, 0.0, 0.004, 0.002, 0.009, 0.011, 0.003, 0.029, 0.004, 0.003, 0.005, 0.034, 0.022, 0.008, 0.001, 0.006, 0.003, 0.043, 0.003, 0.026, 0.014, 0.007, 0.004, 0.001, 0.001]"
7,34,"[0.007, 0.0, 0.004, 0.013, 0.002, 0.018, 0.025, 0.32, 0.0, 0.006, 0.001, 0.002, 0.001, 0.002, 0.01, 0.01, 0.006, 0.001, 0.004, 0.01, 0.002, 0.002, 0.01, 0.115, 0.01, 0.014, 0.026, 0.002, 0.005, 0.066, 0.02, 0.003, 0.02, 0.0, 0.021, 0.004, 0.002, 0.012, 0.003, 0.007, 0.013, 0.002, 0.005, 0.002, 0.014, 0.011, 0.011, 0.001, 0.075, 0.002, 0.012, 0.028, 0.002, 0.008, 0.001, 0.006, 0.005, 0.003, 0.004, 0.009]"
42,11,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.0, 0.008, 0.002, 0.0, 0.031, 0.002, 0.0, 0.001, 0.0, 0.005, 0.002, 0.002, 0.011, 0.001, 0.007, 0.001, 0.003, 0.002, 0.003, 0.001, 0.044, 0.001, 0.001, 0.005, 0.039, 0.003, 0.002, 0.009, 0.172, 0.001, 0.013, 0.009, 0.011, 0.003, 0.0, 0.068, 0.006, 0.022, 0.001, 0.007, 0.015, 0.002, 0.002, 0.018, 0.052, 0.002, 0.0, 0.013, 0.018, 0.022, 0.291, 0.049, 0.015]"
11,11,"[0.162, 0.01, 0.006, 0.005, 0.001, 0.004, 0.007, 0.0, 0.001, 0.0, 0.007, 0.23, 0.023, 0.002, 0.017, 0.002, 0.018, 0.005, 0.008, 0.027, 0.011, 0.0, 0.002, 0.003, 0.021, 0.0, 0.004, 0.001, 0.011, 0.008, 0.04, 0.032, 0.018, 0.005, 0.012, 0.012, 0.013, 0.032, 0.03, 0.049, 0.001, 0.014, 0.013, 0.001, 0.003, 0.001, 0.003, 0.006, 0.003, 0.0, 0.008, 0.063, 0.002, 0.001, 0.002, 0.002, 0.021, 0.002, 0.013, 0.002]"
54,29,"[0.005, 0.006, 0.001, 0.001, 0.0, 0.008, 0.001, 0.001, 0.0, 0.029, 0.0, 0.005, 0.007, 0.0, 0.001, 0.001, 0.022, 0.003, 0.001, 0.005, 0.01, 0.044, 0.008, 0.018, 0.007, 0.007, 0.003, 0.0, 0.003, 0.004, 0.014, 0.013, 0.023, 0.001, 0.025, 0.006, 0.001, 0.006, 0.004, 0.0, 0.001, 0.0, 0.026, 0.025, 0.002, 0.0, 0.006, 0.012, 0.002, 0.0, 0.01, 0.003, 0.069, 0.019, 0.455, 0.01, 0.064, 0.0, 0.001, 0.001]"
58,58,"[0.004, 0.0, 0.0, 0.004, 0.002, 0.0, 0.002, 0.003, 0.002, 0.001, 0.001, 0.002, 0.001, 0.003, 0.0, 0.003, 0.002, 0.002, 0.002, 0.007, 0.002, 0.002, 0.0, 0.0, 0.019, 0.001, 0.0, 0.0, 0.005, 0.001, 0.003, 0.008, 0.008, 0.007, 0.009, 0.058, 0.009, 0.011, 0.002, 0.016, 0.002, 0.001, 0.029, 0.0, 0.003, 0.002, 0.034, 0.013, 0.0, 0.0, 0.006, 0.004, 0.0, 0.0, 0.0, 0.003, 0.0, 0.016, 0.68, 0.005]"
43,43,"[0.003, 0.012, 0.001, 0.001, 0.004, 0.002, 0.0, 0.001, 0.0, 0.032, 0.002, 0.001, 0.003, 0.012, 0.0, 0.002, 0.083, 0.096, 0.0, 0.006, 0.013, 0.007, 0.011, 0.005, 0.003, 0.003, 0.003, 0.0, 0.085, 0.002, 0.003, 0.01, 0.003, 0.0, 0.005, 0.0, 0.004, 0.0, 0.0, 0.001, 0.001, 0.008, 0.0, 0.449, 0.0, 0.003, 0.001, 0.0, 0.044, 0.009, 0.002, 0.002, 0.01, 0.002, 0.012, 0.011, 0.027, 0.0, 0.0, 0.0]"
13,4,"[0.02, 0.025, 0.006, 0.041, 0.022, 0.002, 0.006, 0.001, 0.001, 0.012, 0.016, 0.0, 0.002, 0.229, 0.005, 0.018, 0.035, 0.204, 0.001, 0.008, 0.01, 0.004, 0.019, 0.007, 0.004, 0.0, 0.006, 0.001, 0.086, 0.0, 0.004, 0.005, 0.001, 0.001, 0.013, 0.001, 0.008, 0.0, 0.003, 0.001, 0.001, 0.017, 0.0, 0.035, 0.003, 0.012, 0.008, 0.0, 0.011, 0.045, 0.001, 0.0, 0.006, 0.006, 0.013, 0.005, 0.008, 0.0, 0.001, 0.0]"
42,33,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.001, 0.0, 0.0, 0.006, 0.001, 0.0, 0.0, 0.001, 0.002, 0.001, 0.001, 0.017, 0.001, 0.014, 0.004, 0.0, 0.008, 0.024, 0.0, 0.001, 0.006, 0.004, 0.0, 0.014, 0.023, 0.005, 0.018, 0.099, 0.0, 0.007, 0.001, 0.003, 0.001, 0.0, 0.131, 0.0, 0.003, 0.001, 0.104, 0.038, 0.001, 0.003, 0.013, 0.008, 0.005, 0.003, 0.003, 0.02, 0.0, 0.181, 0.108, 0.113]"
40,21,"[0.021, 0.066, 0.024, 0.001, 0.047, 0.013, 0.002, 0.014, 0.006, 0.009, 0.001, 0.0, 0.005, 0.009, 0.003, 0.002, 0.02, 0.005, 0.011, 0.024, 0.087, 0.001, 0.014, 0.028, 0.004, 0.005, 0.01, 0.0, 0.003, 0.014, 0.003, 0.007, 0.006, 0.005, 0.013, 0.001, 0.013, 0.005, 0.002, 0.001, 0.365, 0.015, 0.001, 0.016, 0.0, 0.0, 0.002, 0.001, 0.019, 0.011, 0.004, 0.005, 0.012, 0.0, 0.03, 0.004, 0.009, 0.001, 0.0, 0.0]"
54,54,"[0.023, 0.069, 0.005, 0.005, 0.047, 0.005, 0.005, 0.025, 0.001, 0.0, 0.0, 0.0, 0.002, 0.012, 0.0, 0.007, 0.045, 0.06, 0.012, 0.035, 0.007, 0.001, 0.004, 0.094, 0.006, 0.001, 0.009, 0.0, 0.005, 0.003, 0.013, 0.006, 0.004, 0.005, 0.004, 0.002, 0.011, 0.0, 0.006, 0.004, 0.008, 0.012, 0.004, 0.026, 0.005, 0.002, 0.005, 0.002, 0.028, 0.009, 0.005, 0.003, 0.037, 0.003, 0.247, 0.04, 0.02, 0.001, 0.0, 0.0]"
20,20,"[0.012, 0.017, 0.267, 0.004, 0.04, 0.004, 0.002, 0.009, 0.001, 0.006, 0.011, 0.002, 0.027, 0.02, 0.045, 0.028, 0.009, 0.008, 0.006, 0.007, 0.089, 0.0, 0.039, 0.006, 0.002, 0.001, 0.054, 0.0, 0.01, 0.012, 0.008, 0.007, 0.006, 0.018, 0.016, 0.0, 0.006, 0.0, 0.005, 0.0, 0.044, 0.013, 0.002, 0.011, 0.003, 0.047, 0.001, 0.003, 0.007, 0.032, 0.0, 0.001, 0.012, 0.003, 0.016, 0.0, 0.001, 0.0, 0.0, 0.0]"
45,38,"[0.003, 0.001, 0.024, 0.004, 0.007, 0.0, 0.01, 0.005, 0.001, 0.002, 0.018, 0.0, 0.0, 0.018, 0.039, 0.009, 0.0, 0.013, 0.0, 0.004, 0.003, 0.007, 0.021, 0.0, 0.001, 0.001, 0.021, 0.0, 0.003, 0.005, 0.004, 0.003, 0.0, 0.004, 0.003, 0.014, 0.005, 0.0, 0.002, 0.002, 0.001, 0.002, 0.0, 0.0, 0.009, 0.672, 0.002, 0.002, 0.0, 0.028, 0.0, 0.0, 0.01, 0.002, 0.003, 0.005, 0.001, 0.0, 0.0, 0.006]"
25,25,"[0.001, 0.0, 0.0, 0.0, 0.001, 0.009, 0.0, 0.008, 0.0, 0.002, 0.0, 0.011, 0.002, 0.001, 0.003, 0.0, 0.008, 0.0, 0.001, 0.004, 0.0, 0.086, 0.015, 0.019, 0.015, 0.453, 0.022, 0.006, 0.012, 0.012, 0.007, 0.002, 0.013, 0.006, 0.01, 0.015, 0.0, 0.046, 0.002, 0.002, 0.007, 0.009, 0.009, 0.0, 0.009, 0.004, 0.015, 0.028, 0.037, 0.01, 0.01, 0.019, 0.009, 0.011, 0.005, 0.004, 0.005, 0.007, 0.002, 0.006]"
7,7,"[0.007, 0.01, 0.005, 0.022, 0.007, 0.035, 0.011, 0.396, 0.002, 0.002, 0.001, 0.0, 0.008, 0.004, 0.001, 0.007, 0.014, 0.002, 0.008, 0.016, 0.001, 0.003, 0.01, 0.023, 0.008, 0.001, 0.025, 0.0, 0.004, 0.0, 0.019, 0.004, 0.06, 0.07, 0.004, 0.001, 0.021, 0.004, 0.006, 0.005, 0.086, 0.008, 0.001, 0.003, 0.008, 0.002, 0.02, 0.002, 0.007, 0.02, 0.006, 0.0, 0.003, 0.0, 0.003, 0.0, 0.001, 0.001, 0.002, 0.0]"
14,14,"[0.009, 0.008, 0.007, 0.004, 0.008, 0.0, 0.007, 0.002, 0.0, 0.004, 0.005, 0.005, 0.004, 0.001, 0.667, 0.007, 0.003, 0.007, 0.004, 0.006, 0.004, 0.0, 0.011, 0.003, 0.001, 0.007, 0.016, 0.001, 0.002, 0.037, 0.003, 0.006, 0.004, 0.001, 0.005, 0.003, 0.007, 0.003, 0.007, 0.006, 0.0, 0.006, 0.006, 0.0, 0.005, 0.01, 0.008, 0.005, 0.009, 0.015, 0.002, 0.022, 0.004, 0.009, 0.001, 0.003, 0.006, 0.003, 0.0, 0.001]"
48,48,"[0.002, 0.002, 0.001, 0.0, 0.008, 0.001, 0.0, 0.029, 0.0, 0.037, 0.001, 0.0, 0.013, 0.001, 0.001, 0.001, 0.118, 0.006, 0.0, 0.004, 0.007, 0.006, 0.064, 0.006, 0.002, 0.003, 0.002, 0.0, 0.001, 0.009, 0.02, 0.001, 0.003, 0.001, 0.0, 0.001, 0.0, 0.002, 0.0, 0.001, 0.004, 0.002, 0.001, 0.014, 0.018, 0.008, 0.002, 0.006, 0.536, 0.009, 0.002, 0.005, 0.015, 0.007, 0.0, 0.005, 0.01, 0.0, 0.0, 0.002]"
39,12,"[0.01, 0.001, 0.0, 0.004, 0.002, 0.003, 0.006, 0.001, 0.0, 0.0, 0.004, 0.004, 0.002, 0.005, 0.001, 0.003, 0.004, 0.004, 0.009, 0.032, 0.002, 0.018, 0.0, 0.001, 0.028, 0.005, 0.007, 0.0, 0.027, 0.008, 0.019, 0.053, 0.032, 0.006, 0.05, 0.008, 0.004, 0.017, 0.041, 0.453, 0.004, 0.019, 0.007, 0.009, 0.023, 0.001, 0.003, 0.033, 0.001, 0.0, 0.005, 0.004, 0.005, 0.002, 0.003, 0.003, 0.001, 0.001, 0.002, 0.0]"
10,10,"[0.005, 0.004, 0.273, 0.0, 0.013, 0.0, 0.0, 0.005, 0.0, 0.005, 0.333, 0.002, 0.024, 0.002, 0.028, 0.003, 0.005, 0.007, 0.001, 0.003, 0.011, 0.002, 0.006, 0.004, 0.002, 0.002, 0.059, 0.0, 0.001, 0.017, 0.002, 0.0, 0.003, 0.003, 0.004, 0.0, 0.004, 0.0, 0.0, 0.001, 0.003, 0.004, 0.0, 0.004, 0.019, 0.034, 0.002, 0.005, 0.004, 0.007, 0.001, 0.001, 0.018, 0.052, 0.006, 0.004, 0.0, 0.0, 0.0, 0.002]"
